NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
HOXD9	1	HOXD9	
PRR33	1	PRR33	
HOXD8	1	HOXD8	
PRR36	1	PRR36	
CDC42SE2	1	CDC42SE2	
PRR35	1	PRR35	
TINAGL1	1	TINAGL1	
HIF3A	1	HIF3A	
CYB561D1	1	CYB561D1	
ING1	1	ING1	
CYB561D2	1	CYB561D2	
ING4	1	ING4	
ING5	1	ING5	
ING2	1	ING2	
OR5W2	1	OR5W2	
ING3	1	ING3	
PAXX	1	C9orf142	
BATF2	1	BATF2	
BATF3	1	BATF3	
CNTD1	1	CNTD1	
HSBP1	1	HSBP1	
TNNC1	1	TNNC1	
TNNC2	1	TNNC2	
PAX4	1	PAX4	
PAX3	1	PAX3	
PAWR	1	PAWR	
PAX6	1	PAX6	
PAX5	1	PAX5	
PAX2	1	PAX2	
PAX1	1	PAX1	
OR5V1	1	OR5V1	
INF2	1	INF2	
PAX8	1	PAX8	
PAX7	1	PAX7	
PAX9	1	PAX9	
FAM90A26	1	FAM90A26	
CTDP1	1	CTDP1	
AHNAK	1	AHNAK	
TM9SF4	1	TM9SF4	
TM9SF3	1	TM9SF3	
H2BS1	1	H2BFS	
METTL7B	1	METTL7B	
METTL7A	1	METTL7A	
RHBG	1	RHBG	
WWOX	1	WWOX	
LGALS7B	1	LGALS7B	
ADAT1	1	ADAT1	
WWP1	1	WWP1	
WWP2	1	WWP2	
OR5T3	1	OR5T3	
MZT1	1	MZT1	
ADAT3	1	ADAT3	
ADAT2	1	ADAT2	
OR5T2	1	OR5T2	
KTN1	1	KTN1	
OR5T1	1	OR5T1	
TM9SF2	1	TM9SF2	
TM9SF1	1	TM9SF1	
STING1	1	TMEM173	
ZYX	1	ZYX	
RHAG	1	RHAG	
NOTUM	1	NOTUM	
INHA	1	INHA	
CYB561	1	CYB561	
GHDC	1	GHDC	
TOR2A	1	TOR2A	
CLSTN2	1	CLSTN2	
CLSTN3	1	CLSTN3	
CLSTN1	1	CLSTN1	
RTKN2	1	RTKN2	
BZW2	1	BZW2	
BZW1	1	BZW1	
TUBB8	1	TUBB8	
PYCARD	1	PYCARD	
SMR3B	1	SMR3B	
TUBB6	1	TUBB6	
SMR3A	1	SMR3A	
TUBB3	1	TUBB3	
TUBB1	1	TUBB1	
SMARCAD1	1	SMARCAD1	
H2BU1	1	HIST3H2BB	
STK32A	1	STK32A	
STK32B	1	STK32B	
STK32C	1	STK32C	
TOR3A	1	TOR3A	
LINC01101	1	FLJ14816	
CYB561A3	1	CYB561A3	
INIP	1	INIP	
ADAM2	1	ADAM2	
RALGAPB	1	RALGAPB	
ADAM9	1	ADAM9	
ADAM8	1	ADAM8	
TNIK	1	TNIK	
ADAM7	1	ADAM7	
RHCG	1	RHCG	
RHCE	1	RHCE	
METTL2B	1	METTL2B	
MINDY3	1	FAM188A	
DNMT1	1	DNMT1	
MINDY4	1	FAM188B	
RTL10	1	C22orf29	
MINDY1	1	FAM63A	
FECH	1	FECH	
TNKS	1	TNKS	
MINDY2	1	FAM63B	
METTL2A	1	METTL2A	
RHEX	1	C1orf186	
ITPRIPL2	1	ITPRIPL2	
ITPRIPL1	1	ITPRIPL1	
ADAP2	1	ADAP2	
PITRM1	1	PITRM1	
SKIL	1	SKIL	
TOR1A	1	TOR1A	
PPAN-P2RY11	1	PPAN-P2RY11	
CEP350	1	CEP350	
TNK2	1	TNK2	
TNK1	1	TNK1	
ADAP1	1	ADAP1	
TOR1B	1	TOR1B	
RHEB	1	RHEB	
SERINC1	1	SERINC1	
SERINC3	1	SERINC3	
SERINC2	1	SERINC2	
SERINC5	1	SERINC5	
SERINC4	1	SERINC4	
TUBA8	1	TUBA8	
DAGLA	1	DAGLA	
SCPEP1	1	SCPEP1	
METTL14	1	METTL14	
DMRTB1	1	DMRTB1	
METTL16	1	METTL16	
METTL15	1	METTL15	
METTL18	1	METTL18	
METTL17	1	METTL17	
ELAC2	1	ELAC2	
ELAC1	1	ELAC1	
INMT	1	INMT	
METTL23	1	METTL23	
DMRTA2	1	DMRTA2	
METTL22	1	METTL22	
METTL25	1	METTL25	
METTL24	1	METTL24	
DMRTA1	1	DMRTA1	
TESMIN	1	MTL5	
DAGLB	1	DAGLB	
METTL27	1	WBSCR27	
METTL26	1	C16orf13	
PRR5L	1	PRR5L	
P2RX5-TAX1BP3	1	P2RX5-TAX1BP3	
CHADL	1	CHADL	
TNNI1	1	TNNI1	
TNNI2	1	TNNI2	
ETFRF1	1	LYRM5	
TNNI3	1	TNNI3	
CTNNAL1	1	CTNNAL1	
TNP2	1	TNP2	
TNP1	1	TNP1	
TP53RK	1	TP53RK	
HSF2BP	1	HSF2BP	
ANTXR2	1	ANTXR2	
ANTXR1	1	ANTXR1	
CCT6B	1	CCT6B	
SAP130	1	SAP130	
INSC	1	INSC	
C6orf226	1	C6orf226	
CHAC2	1	CHAC2	
CHAC1	1	CHAC1	
SKP2	1	SKP2	
TNS4	1	TNS4	
C6orf223	1	C6orf223	
TNS3	1	TNS3	
TNS2	1	TNS2	
TNS1	1	TNS1	
SKP1	1	SKP1	
TMEM52B	1	TMEM52B	
SACM1L	1	SACM1L	
NFKBIL1	1	NFKBIL1	
USP17L30	1	USP17L30	
EBF1	1	EBF1	
EBF2	1	EBF2	
EBF3	1	EBF3	
EBF4	1	EBF4	
RUNX3	1	RUNX3	
RUNX2	1	RUNX2	
RUNX1	1	RUNX1	
MARF1	1	KIAA0430	
ANTXRL	1	ANTXRL	
OR6C6	1	OR6C6	
OR6C4	1	OR6C4	
OR6C3	1	OR6C3	
ALDH7A1	1	ALDH7A1	
OR6C2	1	OR6C2	
OR6C1	1	OR6C1	
RWDD2B	1	RWDD2B	
RWDD2A	1	RWDD2A	
INTU	1	INTU	
EBI3	1	EBI3	
RFPL4A	1	RFPL4A	
PRRC1	1	PRRC1	
RFPL4B	1	RFPL4B	
GOLGA8IP	1	GOLGA8I	
OR6B3	1	OR6B3	
OR6B2	1	OR6B2	
C6orf201	1	C6orf201	
OR6B1	1	OR6B1	
GSTT2B	1	GSTT2B	
RFPL3S	1	RFPL3S	
TMEM50A	1	TMEM50A	
INSR	1	INSR	
TMEM50B	1	TMEM50B	
SENP3-EIF4A1	1	SENP3-EIF4A1	
CIDEA	1	CIDEA	
CIDEB	1	CIDEB	
NOTCH2NLA	1	NOTCH2NL	
CIDEC	1	CIDEC	
CCT6A	1	CCT6A	
MARCO	1	MARCO	
DMRTC2	1	DMRTC2	
OR6A2	1	OR6A2	
INVS	1	INVS	
HBS1L	1	HBS1L	
FEN1	1	FEN1	
EPB41L4B	1	EPB41L4B	
UCHL1	1	UCHL1	
EPB41L4A	1	EPB41L4A	
CAMKV	1	CAMKV	
NKIRAS1	1	NKIRAS1	
PCF11	1	PCF11	
NKIRAS2	1	NKIRAS2	
CAMLG	1	CAMLG	
RHOG	1	RHOG	
RHOH	1	RHOH	
IL17RE	1	IL17RE	
RHOF	1	RHOF	
TUBG2	1	TUBG2	
RHOC	1	RHOC	
IL17RD	1	IL17RD	
UCHL3	1	UCHL3	
TUBG1	1	TUBG1	
IL17RC	1	IL17RC	
RHOD	1	RHOD	
UCHL5	1	UCHL5	
RHOA	1	RHOA	
IL17RB	1	IL17RB	
RHOB	1	RHOB	
IL17RA	1	IL17RA	
TNNT1	1	TNNT1	
MMP23B	1	MMP23B	
TNNT2	1	TNNT2	
TNNT3	1	TNNT3	
RHOJ	1	RHOJ	
RHOU	1	RHOU	
RHOV	1	RHOV	
RHOQ	1	RHOQ	
OPRD1	1	OPRD1	
USP17L27	1	USP17L27	
TOR4A	1	TOR4A	
USP17L26	1	USP17L26	
USP17L29	1	USP17L29	
USP17L28	1	USP17L28	
TNXB	1	TNXB	
TUBD1	1	TUBD1	
USP17L21	1	USP17L21	
USP17L20	1	USP17L20	
USP17L23	1	USP17L23	
USP17L22	1	USP17L22	
USP17L25	1	USP17L25	
USP17L24	1	USP17L24	
PBLD	1	PBLD	
KIAA0753	1	KIAA0753	
ADAD1	1	ADAD1	
ADAD2	1	ADAD2	
RANBP2	1	RANBP2	
OR6F1	1	OR6F1	
USP17L15	1	USP17L15	
RANBP1	1	RANBP1	
USP17L18	1	USP17L18	
USP17L17	1	USP17L17	
RANBP3	1	RANBP3	
USP17L19	1	USP17L19	
RANBP9	1	RANBP9	
USP17L10	1	USP17L10	
TUBE1	1	TUBE1	
USP17L12	1	USP17L12	
RANBP6	1	RANBP6	
USP17L11	1	USP17L11	
USP17L13	1	USP17L13	
RSL1D1	1	RSL1D1	
CAMK4	1	CAMK4	
GHRH	1	GHRH	
R3HCC1	1	R3HCC1	
GHRL	1	GHRL	
B9D1	1	B9D1	
CAMK1	1	CAMK1	
B9D2	1	B9D2	
STEAP3	1	STEAP3	
STEAP4	1	STEAP4	
GOLT1B	1	GOLT1B	
GOLT1A	1	GOLT1A	
NPY2R	1	NPY2R	
OR6M1	1	OR6M1	
ARHGAP39	1	ARHGAP39	
SSC4D	1	SSC4D	
ARHGAP35	1	ARHGAP35	
ARHGAP44	1	ARHGAP44	
ARHGAP42	2	TMEM133:ARHGAP42	
ARHGAP40	1	ARHGAP40	
BASP1	1	BASP1	
PDIA3	1	PDIA3	
GHSR	1	GHSR	
PDIA2	1	PDIA2	
NPY1R	1	NPY1R	
PDIA6	1	PDIA6	
PDIA5	1	PDIA5	
LGALS9C	1	LGALS9C	
PDIA4	1	PDIA4	
LGALS9B	1	LGALS9B	
ARHGAP45	1	HMHA1	
CMPK1	1	CMPK1	
CMPK2	1	CMPK2	
LRIF1	1	LRIF1	
AIPL1	1	AIPL1	
STEAP1	1	STEAP1	
STEAP2	1	STEAP2	
OR6K6	1	OR6K6	
OR6K3	1	OR6K3	
OR6K2	1	OR6K2	
BTF3L4	1	BTF3L4	
TMEM59L	1	TMEM59L	
ARHGAP19	1	ARHGAP19	
ARHGAP18	1	ARHGAP18	
ARHGAP17	1	ARHGAP17	
ARHGAP15	1	ARHGAP15	
SEZ6L2	1	SEZ6L2	
NALCN	1	NALCN	
ARHGAP12	1	ARHGAP12	
ARHGAP22	1	ARHGAP22	
ARHGAP21	1	ARHGAP21	
ARHGAP20	1	ARHGAP20	
MAN2A2	1	MAN2A2	
MAN2A1	1	MAN2A1	
MARK4	1	MARK4	
MARK3	1	MARK3	
MARK2	1	MARK2	
MARK1	1	MARK1	
RAP1GAP2	1	RAP1GAP2	
OR6J1	1	OR6J1	
ALYREF	1	ALYREF	
TDRD9	1	TDRD9	
ASPSCR1	1	ASPSCR1	
ARHGAP29	1	ARHGAP29	
TDRD7	1	TDRD7	
A2ML1	1	A2ML1	
ARHGAP28	1	ARHGAP28	
SSC5D	1	SSC5D	
TDRD6	1	TDRD6	
ARHGAP27	1	ARHGAP27	
TDRD5	1	TDRD5	
ARHGAP26	1	ARHGAP26	
ARHGAP25	1	ARHGAP25	
ARHGAP24	1	ARHGAP24	
TDRD3	1	TDRD3	
NMRAL1	1	NMRAL1	
ARHGAP23	1	ARHGAP23	
TDRD1	1	TDRD1	
ARHGAP33	1	ARHGAP33	
ARHGAP32	1	ARHGAP32	
ARHGAP31	1	ARHGAP31	
ARHGAP30	1	ARHGAP30	
TP53I3	1	TP53I3	
DNMBP	1	DNMBP	
MAN2B2	1	MAN2B2	
EBPL	1	EBPL	
MAN2B1	1	MAN2B1	
ULBP2	1	ULBP2	
ULBP1	1	ULBP1	
ULBP3	1	ULBP3	
CRISP1	1	CRISP1	
CRISP2	1	CRISP2	
CRISP3	1	CRISP3	
FDCSP	1	FDCSP	
MADCAM1	1	MADCAM1	
MAN2C1	1	MAN2C1	
NPY5R	1	NPY5R	
DESI1	1	DESI1	
DESI2	1	DESI2	
MARS2	1	MARS2	
MARS1	1	MARS	
URAD	1	URAD	
URB2	1	URB2	
OR6P1	1	OR6P1	
OPRM1	1	OPRM1	
URB1	1	URB1	
ARHGAP10	1	ARHGAP10	
ITGB1BP1	1	ITGB1BP1	
NPY4R	1	NPY4R	
OPRL1	1	OPRL1	
MTIF2	1	MTIF2	
MOSPD3	1	MOSPD3	
MTIF3	1	MTIF3	
TOB2	1	TOB2	
TOB1	1	TOB1	
PRRG4	1	PRRG4	
NT5DC1	1	NT5DC1	
NT5DC4	1	NT5DC4	
NT5DC2	1	NT5DC2	
PRRG2	1	PRRG2	
NT5DC3	1	NT5DC3	
LRIG1	1	LRIG1	
LRIG3	1	LRIG3	
LRIG2	1	LRIG2	
MAS1L	1	MAS1L	
OR6N2	1	OR6N2	
OR6N1	1	OR6N1	
OPRK1	1	OPRK1	
SHCBP1	1	SHCBP1	
PIKFYVE	1	PIKFYVE	
GNPDA1	1	GNPDA1	
GNPDA2	1	GNPDA2	
SSBP1	1	SSBP1	
SSBP2	1	SSBP2	
SSBP3	1	SSBP3	
SSBP4	1	SSBP4	
NUP107	1	NUP107	
ZNF625-ZNF20	1	ZNF625-ZNF20	
TEX43	1	TEX43	
PWWP2B	1	PWWP2B	
TEX44	1	C2orf57	
TEX45	1	C19orf45	
TEX46	1	C1orf234	
SPINT4	1	SPINT4	
TEX47	1	C7orf62	
SPINT3	1	SPINT3	
SPINT2	1	SPINT2	
ALKBH7	1	ALKBH7	
SLA2	1	SLA2	
ALKBH6	1	ALKBH6	
ALKBH8	1	ALKBH8	
ALKBH3	1	ALKBH3	
ALKBH2	1	ALKBH2	
ALKBH5	1	ALKBH5	
ALKBH4	1	ALKBH4	
DPYSL4	1	DPYSL4	
DPYSL5	1	DPYSL5	
KIAA1586	1	KIAA1586	
DPYSL2	1	DPYSL2	
ALKBH1	1	ALKBH1	
GPBP1	1	GPBP1	
DPYSL3	1	DPYSL3	
FGFR1OP2	1	FGFR1OP2	
PWWP2A	1	PWWP2A	
VSTM1	1	VSTM1	
VSTM4	1	VSTM4	
VSTM5	1	VSTM5	
FNBP4	1	FNBP4	
SAP30BP	1	SAP30BP	
FNBP1	1	FNBP1	
CACNA2D1	1	CACNA2D1	
TEX55	1	C3orf30	
CACNA2D3	1	CACNA2D3	
CACNA2D2	1	CACNA2D2	
CACNA2D4	1	CACNA2D4	
ABITRAM	1	FAM206A	
SPINT1	1	SPINT1	
ASPHD1	1	ASPHD1	
FEZ1	1	FEZ1	
FEZ2	1	FEZ2	
TCEANC2	1	TCEANC2	
TXNIP	1	TXNIP	
PLBD1	1	PLBD1	
ASPHD2	1	ASPHD2	
CLOCK	1	CLOCK	
PLBD2	1	PLBD2	
SLBP	1	SLBP	
URI1	1	URI1	
SAR1A	1	SAR1A	
SAR1B	1	SAR1B	
TEX22	1	TEX22	
ZC3HAV1	1	ZC3HAV1	
TEX26	1	TEX26	
TEX29	1	TEX29	
PRPSAP1	1	PRPSAP1	
PRPSAP2	1	PRPSAP2	
HLCS	1	HLCS	
MOV10L1	1	MOV10L1	
ATRIP	1	ATRIP	
TOE1	1	TOE1	
BTBD19	1	BTBD19	
CREBBP	1	CREBBP	
TEX30	1	TEX30	
BTBD17	1	BTBD17	
BTBD18	1	BTBD18	
NCAPH2	1	NCAPH2	
BTBD16	1	BTBD16	
TEX33	1	TEX33	
PBX3	1	PBX3	
TEX35	1	TEX35	
PBX2	1	PBX2	
TEX36	1	TEX36	
BTBD11	1	BTBD11	
TEX37	1	TEX37	
PBX4	1	PBX4	
TEX38	1	TEX38	
BTBD10	1	BTBD10	
PBX1	1	PBX1	
NANOG	1	NANOG	
NCAPG2	1	NCAPG2	
SNX13	1	SNX13	
SNX10	1	SNX10	
JRKL	1	JRKL	
SNX11	1	SNX11	
IL18BP	1	IL18BP	
CASP14	1	CASP14	
CASP10	1	CASP10	
SLC18A1	1	SLC18A1	
SLC18A2	1	SLC18A2	
SLC18A3	1	SLC18A3	
RING1	1	RING1	
TEX10	1	TEX10	
TEX12	1	TEX12	
TEX14	1	TEX14	
TEX15	1	TEX15	
TEX19	1	TEX19	
PLSCR1	1	PLSCR1	
PLSCR2	1	PLSCR2	
PLSCR5	1	PLSCR5	
PLSCR4	1	PLSCR4	
SLC18B1	1	SLC18B1	
PAFAH1B3	1	PAFAH1B3	
PAFAH1B2	1	PAFAH1B2	
PAFAH1B1	1	PAFAH1B1	
ECHS1	1	ECHS1	
URM1	1	URM1	
SNX32	1	SNX32	
SNX33	1	SNX33	
SNX30	1	SNX30	
SNX31	1	SNX31	
RIDA	1	HRSP12	
SNX29	1	SNX29	
SNX27	1	SNX27	
SNX25	1	SNX25	
CASP8AP2	1	CASP8AP2	
RIC3	1	RIC3	
SLF1	1	SLF1	
RIC1	1	RIC1	
SLF2	1	SLF2	
SNX24	1	SNX24	
KIR3DL1	1	KIR3DL1	
SNX21	1	SNX21	
SNX22	1	SNX22	
KIR3DL2	1	KIR3DL2	
KIR3DL3	1	KIR3DL3	
SNX20	1	SNX20	
SNX18	1	SNX18	
SNX19	1	SNX19	
GID4	1	GID4	
SNX16	1	SNX16	
MYBBP1A	1	MYBBP1A	
SNX17	1	SNX17	
SNX14	1	SNX14	
APEX1	1	APEX1	
SHKBP1	1	SHKBP1	
SNX15	1	SNX15	
GID8	1	GID8	
NCAPD2	1	NCAPD2	
NCAPD3	1	NCAPD3	
CIAPIN1	1	CIAPIN1	
LY6K	1	LY6K	
ALDH1L1	1	ALDH1L1	
TMEM167B	1	TMEM167B	
RIF1	1	RIF1	
TMEM167A	1	TMEM167A	
LY75	1	LY75	
MAP3K7CL	1	MAP3K7CL	
ALDH1L2	1	ALDH1L2	
LAPTM4B	1	LAPTM4B	
LAPTM4A	1	LAPTM4A	
UROD	1	UROD	
TOM1	1	TOM1	
KIR3DX1	1	KIR3DX1	
CTNNBIP1	1	CTNNBIP1	
SDCBP2	1	SDCBP2	
RINT1	1	RINT1	
OR9A4	1	OR9A4	
OR9A2	1	OR9A2	
LY6D	1	LY6D	
LY6H	1	LY6H	
AJUBA	1	AJUBA	
ARL8A	1	ARL8A	
ARL8B	1	ARL8B	
LY6E	1	LY6E	
GRIA1	1	GRIA1	
GRIA2	1	GRIA2	
LY96	1	LY96	
CREBL2	1	CREBL2	
PKMYT1	1	PKMYT1	
AMDHD1	1	AMDHD1	
AMDHD2	1	AMDHD2	
KIAA1522	1	KIAA1522	
TNFRSF17	1	TNFRSF17	
TNFRSF14	1	TNFRSF14	
IP6K1	1	IP6K1	
IP6K3	1	IP6K3	
SAC3D1	1	SAC3D1	
IP6K2	1	IP6K2	
GRIA4	1	GRIA4	
UROS	1	UROS	
LY86	1	LY86	
UCKL1	1	UCKL1	
NOXA1	1	NOXA1	
TRIM77	1	TRIM77	
OR7E24	1	OR7E24	
TRIM71	1	TRIM71	
ZNF891	1	ZNF891	
TRIM72	1	TRIM72	
TRIM73	1	TRIM73	
TRIM74	1	TRIM74	
ECE1	1	ECE1	
ECE2	1	ECE2	
KIAA1549	1	KIAA1549	
ARL5B	1	ARL5B	
ARL5C	1	ARL5C	
TRIM68	1	TRIM68	
TRIM69	1	TRIM69	
TRIM64	1	TRIM64	
ARL5A	1	ARL5A	
TRIM65	1	TRIM65	
TRIM66	1	TRIM66	
TRIM67	1	TRIM67	
TRIM60	1	TRIM60	
TRIM61	1	TRIM61	
ZNF880	1	ZNF880	
TRIM62	1	TRIM62	
GRID2	1	GRID2	
TRIM63	1	TRIM63	
GRID1	1	GRID1	
TNFRSF18	1	TNFRSF18	
TNFRSF19	1	TNFRSF19	
TNFRSF1B	1	TNFRSF1B	
ARFGAP3	1	ARFGAP3	
ARFGAP1	1	ARFGAP1	
ARFGAP2	1	ARFGAP2	
TNFRSF1A	1	TNFRSF1A	
ARL4C	1	ARL4C	
ARL4D	1	ARL4D	
ARL4A	1	ARL4A	
PCCA	1	PCCA	
PCCB	1	PCCB	
ZNF879	1	ZNF879	
ZNF878	1	ZNF878	
TRIM58	1	TRIM58	
TNFRSF25	1	TNFRSF25	
TRIM59	1	TRIM59	
ZNF875	1	HKR1	
TOP1	1	TOP1	
TRIM54	1	TRIM54	
DCTPP1	1	DCTPP1	
TNFRSF21	1	TNFRSF21	
TRIM55	1	TRIM55	
TRIM56	1	TRIM56	
TRIM50	1	TRIM50	
TRIM51	1	TRIM51	
TRIM52	1	TRIM52	
CANT1	1	CANT1	
CARNMT1	1	CARNMT1	
HM13	1	HM13	
SRBD1	1	SRBD1	
TRIM46	1	TRIM46	
UBQLN1	1	UBQLN1	
TRIM47	1	TRIM47	
OR12D3	1	OR12D3	
TRIM48	1	TRIM48	
ZNF865	1	ZNF865	
TRIM49	1	TRIM49	
TRIM42	1	TRIM42	
UBQLN4	1	UBQLN4	
TRIM43	1	TRIM43	
ZNF862	1	ZNF862	
RILP	1	RILP	
UBQLN3	1	UBQLN3	
TRIM44	1	TRIM44	
TRIM45	1	TRIM45	
ZNF860	1	ZNF860	
TRIM40	1	TRIM40	
TRIM41	1	TRIM41	
TXNL1	1	TXNL1	
CABLES1	1	CABLES1	
KIAA0232	1	KIAA0232	
TM6SF1	1	TM6SF1	
EFR3B	1	EFR3B	
HCRTR2	1	HCRTR2	
CABLES2	1	CABLES2	
HCRTR1	1	HCRTR1	
TM6SF2	1	TM6SF2	
DBNDD1	1	DBNDD1	
DBNDD2	1	DBNDD2	
TRIM39	1	TRIM39	
UBQLNL	1	UBQLNL	
TRIM35	1	TRIM35	
TRIM36	1	TRIM36	
TRIM37	1	TRIM37	
TRIM38	1	TRIM38	
ZNF853	1	ZNF853	
ZNF852	1	ZNF852	
TRIM31	1	TRIM31	
TRIM32	1	TRIM32	
TRIM33	1	TRIM33	
ZNF850	1	ZNF850	
TRIM34	1	TRIM34	
OR9K2	1	OR9K2	
TNFRSF6B	1	TNFRSF6B	
THSD7B	1	THSD7B	
RFESD	1	RFESD	
ECI1	1	ECI1	
ECI2	1	ECI2	
MTFR1L	1	MTFR1L	
C16orf89	1	C16orf89	
C16orf87	1	C16orf87	
C16orf86	1	C16orf86	
EFR3A	1	EFR3A	
RINL	1	RINL	
TRIM28	1	TRIM28	
TRIM29	1	TRIM29	
TRIM24	1	TRIM24	
TRIM25	1	TRIM25	
TRIM26	1	TRIM26	
ARL16	1	ARL16	
TRIM27	1	TRIM27	
THSD7A	1	THSD7A	
TRIM21	1	TRIM21	
TP63	1	TP63	
TRIM22	1	TRIM22	
TRIM23	1	TRIM23	
ARL10	1	ARL10	
ARL11	1	ARL11	
C16orf72	1	C16orf72	
C16orf71	1	C16orf71	
C16orf70	1	C16orf70	
ARL14	1	ARL14	
GIN1	1	GIN1	
ARL15	1	ARL15	
ECH1	1	ECH1	
C16orf78	1	C16orf78	
TMEM170B	1	TMEM170B	
TMEM170A	1	TMEM170A	
C16orf74	1	C16orf74	
TRIM17	1	TRIM17	
SLPI	1	SLPI	
PNLDC1	1	PNLDC1	
ARHGAP19-SLIT1	1	ARHGAP19-SLIT1	
TRIM13	1	TRIM13	
TRIM14	1	TRIM14	
TRIM15	1	TRIM15	
RIN3	1	RIN3	
TRIM16	1	TRIM16	
RIN1	1	RIN1	
TRIM10	1	TRIM10	
TP53	1	TP53	
RIN2	1	RIN2	
TRIM11	1	TRIM11	
OR9I1	1	OR9I1	
GIPR	1	GIPR	
ACTR3B	1	ACTR3B	
TTBK1	1	TTBK1	
TTBK2	1	TTBK2	
APELA	1	APELA	
ACTR3C	1	ACTR3C	
SYNGR1	1	SYNGR1	
SYNGR2	1	SYNGR2	
HLTF	1	HLTF	
SARAF	1	SARAF	
B4GALNT1	1	B4GALNT1	
B4GALNT3	1	B4GALNT3	
PCK1	1	PCK1	
LYAR	1	LYAR	
B4GALNT2	1	B4GALNT2	
B4GALNT4	1	B4GALNT4	
PCK2	1	PCK2	
FER1L5	1	FER1L5	
HARS1	1	HARS	
PHETA2	1	FAM109B	
SPHKAP	1	SPHKAP	
NBEAL1	1	NBEAL1	
NBEAL2	1	NBEAL2	
HARS2	1	HARS2	
FER1L6	1	FER1L6	
PHETA1	1	FAM109A	
C16orf54	1	C16orf54	
POLA2	1	POLA2	
OR9G4	1	OR9G4	
TP73	1	TP73	
OR9G1	1	OR9G1	
HERPUD2	1	HERPUD2	
ECM1	1	ECM1	
ECM2	1	ECM2	
HIBADH	1	HIBADH	
GRIK5	1	GRIK5	
GRIK3	1	GRIK3	
GRIK4	1	GRIK4	
GRIK1	1	GRIK1	
GRIK2	1	GRIK2	
COX7C	1	COX7C	
HERPUD1	1	HERPUD1	
PCM1	1	PCM1	
ACTR1A	1	ACTR1A	
ACTR1B	1	ACTR1B	
PCLO	1	PCLO	
NMRK2	1	NMRK2	
NMRK1	1	NMRK1	
CNTRL	1	CNTRL	
MCF2L2	1	MCF2L2	
GIT1	1	GIT1	
COX8A	1	COX8A	
ATPAF2	1	ATPAF2	
COX8C	1	COX8C	
TOX4	1	TOX4	
TOX3	1	TOX3	
TOX2	1	TOX2	
SLTM	1	SLTM	
SLU7	1	SLU7	
ATPAF1	1	ATPAF1	
PCNA	1	PCNA	
GPALPP1	1	GPALPP1	
FITM1	1	FITM1	
NOXO1	1	NOXO1	
FITM2	1	FITM2	
COX5B	1	COX5B	
COX5A	1	COX5A	
PCNP	1	PCNP	
SLX4	1	SLX4	
ORMDL2	1	ORMDL2	
ORMDL3	1	ORMDL3	
PCNT	1	PCNT	
C16orf95	1	C16orf95	
GIT2	1	GIT2	
C16orf92	1	C16orf92	
C16orf91	1	C16orf91	
C16orf90	1	C16orf90	
TMEM176B	1	TMEM176B	
TMEM176A	1	TMEM176A	
ORMDL1	1	ORMDL1	
COX6C	1	COX6C	
CYP8B1	1	CYP8B1	
YIF1A	1	YIF1A	
GRIN1	1	GRIN1	
C16orf96	1	C16orf96	
YIF1B	1	YIF1B	
RIT1	1	RIT1	
SEC23IP	1	SEC23IP	
RIT2	1	RIT2	
ACTR10	1	ACTR10	
IL18R1	1	IL18R1	
GRINA	1	GRINA	
NUP188	1	NUP188	
GRIP1	1	GRIP1	
SPINK4	1	SPINK4	
TMOD1	1	TMOD1	
FBXW12	1	FBXW12	
SPINK2	1	SPINK2	
PCID2	1	PCID2	
SPINK1	1	SPINK1	
SPINK8	1	SPINK8	
FBXW10	1	FBXW10	
TMOD4	1	TMOD4	
SPINK7	1	SPINK7	
FBXW11	1	FBXW11	
SPINK6	1	SPINK6	
TMOD3	1	TMOD3	
SPINK5	1	SPINK5	
TMOD2	1	TMOD2	
TTC7B	1	TTC7B	
TTC7A	1	TTC7A	
GRIP2	1	GRIP2	
PCP2	1	PCP2	
PCP4	1	PCP4	
LYG1	1	LYG1	
POLG2	1	POLG2	
LYG2	1	LYG2	
SPINK9	1	SPINK9	
COX19	1	COX19	
COX16	1	COX16	
COX15	1	COX15	
COX18	1	COX18	
COX17	1	COX17	
OR9Q2	1	OR9Q2	
OR9Q1	1	OR9Q1	
GLYAT	1	GLYAT	
NUP160	1	NUP160	
TIMM50	1	TIMM50	
COX11	1	COX11	
CYTL1	1	CYTL1	
COX14	1	COX14	
ECT2	1	ECT2	
COX10	1	COX10	
CNTLN	1	CNTLN	
BHLHA9	1	BHLHA9	
NUP155	1	NUP155	
AUTS2	1	AUTS2	
CNTN5	1	CNTN5	
CNTN6	1	CNTN6	
PCIF1	1	PCIF1	
NUP153	1	NUP153	
USB1	1	USB1	
TIMM44	1	TIMM44	
MKRN1	1	MKRN1	
MKRN2	1	MKRN2	
CNTN1	1	CNTN1	
RSPH14	1	RSPH14	
CNTN2	1	CNTN2	
MKRN3	1	MKRN3	
CNTN3	1	CNTN3	
CNTN4	1	CNTN4	
COX20	1	COX20	
TTC25	1	TTC25	
TTC26	1	TTC26	
SWSAP1	1	SWSAP1	
TNFAIP8	1	TNFAIP8	
TTC23	1	TTC23	
TTC24	1	TTC24	
TNFAIP6	1	TNFAIP6	
TTC22	1	TTC22	
TNFAIP2	1	TNFAIP2	
TNFAIP3	1	TNFAIP3	
PCTP	1	PCTP	
